Strain,Stress
0.044435458,310.8633126
0.044555018,311.1646846
0.044644679,311.2635216
0.044764214,311.4502465
0.044913612,311.508792
0.045003241,311.706101
0.045092861,311.7485121
0.045212343,311.9110648
0.045301945,311.9587573
0.045451263,311.902644
0.045540843,311.9692683
0.045540843,312.0066964
0.045630416,312.1104787
0.04571998,312.0846892
0.045839386,312.266725
0.045899084,312.2591609
0.046018469,312.4071076
0.046078157,312.4807545
0.046257197,312.5177685
0.046346705,312.6258312
0.046436205,312.5711719
0.046525697,312.7340288
0.046615182,312.7061728
0.046704658,312.8773759
0.046794126,312.9420484
0.046913404,312.9700685
0.047002854,313.1778131
0.047092295,313.1213404
0.047151918,313.3149074
0.047271154,313.2019844
0.047449981,313.3727857
0.047539382,313.4286418
0.047628776,313.4789662
0.047718161,313.6204657
0.047837329,313.5959032
0.047926696,313.8219169
0.048105406,313.7931516
0.048164969,313.9374121
0.048254306,313.9158774
0.048373411,314.0748499
0.048432958,314.0882344
0.048611577,314.1597496
0.048700874,314.2561715
0.048790164,314.2687531
0.048909205,314.3773752
0.048998476,314.3631723
0.049057985,314.5877526
0.049176994,314.5472998
0.049295989,314.6710234
0.049385225,314.7388403
0.049533935,314.7397822
0.04962315,314.9294311
0.049712358,314.9403301
0.049801557,315.0004653
0.049920478,315.0285939
0.050039384,315.1158042
0.050128554,315.1284216
0.050187996,314.4627421
0.050277153,314.7478947
0.050425731,314.9810627
0.050544577,315.3770351
0.050633702,315.527467
0.050722819,315.7659759
0.050811929,315.8149523
0.050930729,315.8826237
0.050990123,316.0340571
0.051049515,315.9823252
0.051168287,316.0809908
0.051257356,316.0052676
0.051346418,316.1715638
0.051435472,316.0717538
0.051494837,316.1400809
0.051613556,316.186121
0.051702586,316.2355044
0.051791608,316.365737
0.051910292,316.3625705
0.052088291,316.5245693
0.052147617,316.4487696
0.052266258,316.6436931
0.052414541,316.5926884
0.052503499,316.7147424
0.052622099,316.8448177
0.052770328,316.8087246
0.052859255,316.9226348
0.052977812,316.8217775
0.053037086,316.9257137
0.053155622,316.8573107
0.053214884,317.0341167
0.053303772,317.1049767
0.053422276,317.1651228
0.053540767,317.2690238
0.053629626,317.21175
0.05368886,317.3176311
0.053777706,317.2867132
0.053866543,317.4505868
0.053955373,317.4671124
0.0540738,317.5244241
0.054192213,317.593166
0.054310613,317.6431042
0.054428998,317.7723857
0.054606549,317.7506365
0.054665726,317.8994138
0.054754485,317.8595382
0.054843236,317.9014762
0.054961558,317.9757574
0.055020714,318.0138275
0.055139015,318.1103952
0.055257302,318.0389417
0.055375576,318.2156617
0.055493835,318.1177765
0.05558252,318.3404216
0.055671197,318.2925655
0.055789422,318.3756513
0.055966732,318.4536065
0.056025828,318.4916931
0.056114466,318.5682192
0.056203097,318.4895669
0.056321258,318.6551516
0.056380333,318.6212431
0.05646894,318.7326178
0.056557539,318.7187351
0.056793764,318.8249794
0.056852812,318.9140092
0.056941376,318.8745704
0.057059451,318.9774173
0.057147997,318.9364292
0.057295557,319.1140709
0.05741359,318.994856
0.057472601,319.1292569
0.057561111,319.2268209
0.057649613,319.2607019
0.057738107,319.3876518
0.057915072,319.247681
0.058003543,319.4017527
0.058092006,319.3523951
0.058239427,319.3901641
0.058298389,319.5093817
0.058445779,319.5105401
0.058534203,319.5764329
0.058622619,319.5141996
0.058799428,319.6202469
0.058917283,319.6095497
0.059035124,319.7214941
0.059182406,319.749774
0.059241313,319.7792386
0.059359116,319.9010769
0.059447459,319.8564374
0.059535794,319.9796516
0.059624121,319.9491976
0.059712441,320.0415775
0.059830189,320.100915
0.05991849,320.0181128
0.060006784,320.1278046
0.060065642,320.0746783
0.060242196,320.1764902
0.060359881,320.0692901
0.060418718,320.3298992
0.060506968,320.3289434
0.060624622,320.2751442
0.06077167,320.3228994
0.060859888,320.3183929
0.060948099,320.4338473
0.061065701,320.3665943
0.061153893,320.4840821
0.061271471,320.4534328
0.061418424,320.4924903
0.061506586,320.6201632
0.061594739,320.5057989
0.061682885,320.578046
0.061829778,320.4780931
0.061917903,320.6258077
0.062035391,320.5999104
0.062152865,320.6263863
0.062211597,320.7235095
0.062329051,320.6437293
0.062446491,320.7726234
0.062593271,320.6475807
0.062681329,320.7951367
0.062769379,320.7413223
0.062916112,320.7741942
0.063033483,320.8087448
0.063121502,320.7816832
0.06332685,320.8928338
0.063385513,320.7337479
0.063473501,320.8692451
0.063620131,320.7637505
0.063737419,320.8077382
0.063825376,320.8624858
0.063913326,320.8409044
0.064001267,320.861176
0.064206435,320.7464143
0.064294351,320.839418
0.064352957,320.8694978
0.06444086,320.9072414
0.064558052,320.9044076
0.064675231,320.8007449
0.064821684,320.8209912
0.064938832,320.7529395
0.065026683,320.9456543
0.065202363,320.8653812
0.065260916,320.9256653
0.06534874,320.8217086
0.065465825,320.7509504
0.065553631,320.8303305
0.065641428,320.7099365
0.065729218,320.8060625
0.065817,320.6565914
0.065992542,320.7299592
0.066080301,320.6975303
0.066168052,320.6026186
0.066255796,320.6920071
0.066343532,320.5614607
0.066518981,320.6075814
0.066606693,320.4745336
0.066723632,320.5205491
0.066840557,320.4939475
0.066986694,320.4463999
0.067074366,320.4801023
0.06716203,320.3744462
0.067337335,320.41883
0.067424976,320.2458572
0.06751261,320.3298492
0.067600236,320.2392835
0.067687854,320.1934258
0.067804666,320.1638749
0.067892266,320.0032073
0.068009054,320.0370115
0.068067443,319.9378682
0.068155021,319.9434676
0.068330152,319.8241496
0.068417706,319.7880888
0.068505253,319.7561449
0.068621969,319.6945981
0.068767846,319.7253323
0.068855362,319.5373414
0.06894287,319.5794536
0.069030371,319.4008936
0.069147026,319.4101211
0.069292826,319.3419944
0.069380296,319.1694537
0.069467759,319.177816
0.069613512,319.0231267
0.069759244,319.0058811
0.069817531,318.8450833
0.069934095,318.8244459
0.070021509,318.753509
0.070108915,318.631093
0.070196314,318.6714742
0.070371088,318.4113439
0.070458464,318.4020161
0.070633192,318.2623475
0.070720545,318.114364
0.070720545,318.114364
0.070982557,317.8972771
0.07106988,317.9642312
0.071186298,317.7362666
0.071302702,317.727254
0.071448188,317.5010374
0.071448188,317.4372779
0.071593653,317.3494285
0.07171001,317.1967605
0.071826353,317.091098
0.071942683,316.8847277
0.072000843,316.8317312
0.072058999,316.7187439
0.07226252,316.6122581
0.072320662,316.4862087
0.072407867,316.2507692
0.072495065,316.2004809
0.072611317,315.9333059
0.072698497,315.9338984
0.072814726,315.7780806
0.072959992,315.5864644
0.073047142,315.5142355
0.07316333,315.3088135
0.073221419,315.2079212
0.073395665,314.9221121
0.073511812,314.8859674
0.073569881,314.7105321
0.073656978,314.4885819
0.073802122,314.3982526
0.073889198,314.1403653
0.074034309,314.0475835
0.074121365,313.8155227
0.074237428,313.6924874
0.074353478,313.5160759
0.074469514,313.3018535
0.074556532,313.1988955
0.074643543,312.8769079
0.074759546,312.8620801
0.07490453,312.576621
0.07499151,312.3690454
0.075194435,312.3197074
0.075252406,311.9926715
0.075484257,311.9188394
0.075542211,311.5340331
0.075629136,311.4446935
0.075745024,311.227914
0.075918832,310.9064046
0.075976761,310.8214528
0.076063648,310.4711894
0.076150528,310.3494768
0.076324264,310.0399823
0.076440072,309.9138804
0.076526919,309.6922415
0.076642703,309.3769563
0.076787415,309.2282911
0.076874232,308.8452325
0.076932106,308.7104475
0.07701891,308.4237808
0.077105707,308.228718
0.077308203,307.990595
0.077423897,307.6407266
0.077568495,307.5266865
0.077655245,307.0759226
0.077741986,306.8908353
0.07782872,306.591392
0.077915447,306.3241232
0.078002166,306.1341856
0.078088877,305.7225111
0.07823338,305.5064538
0.078348966,305.1404778
0.078435648,304.8598762
0.078637875,304.5914563
0.078724532,304.2200903
0.07881118,304.0109547
0.078897822,303.5978218
0.079013332,303.416853
0.079157701,303.0240883
0.079244312,302.7224656
0.079388648,302.3964122
0.079475239,301.9221979
0.079590682,301.7110556
0.079677256,301.1612489
0.079879233,300.9149368
0.079936933,300.430479
0.080052323,300.0588322
0.080138857,299.7245092
0.080254224,299.2334887
0.080398414,298.8013014
0.080484918,298.0902264
0.080571414,297.6977732
0.080657903,297.0844164
0.080744385,296.3783307
0.080917325,295.5257615
0.081003784,294.5178431
0.081205493,293.2124266
